location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Côte d'Ivoire,Substance use disorders,YLLs,4401.3,30.4,27.8,32.7,73,67.3,78.8,-3.5,-6.6,0,1339.8,1223.5,1438.3,3213.4,2962.3,3467.3,-151.9,-289.4,0.7
Côte d'Ivoire,Diabetes and kidney diseases,YLLs,116207.3,17.4,12.9,21.1,99.9,104,93.5,-17.4,-14.6,-16.9,20237,14955.7,24505,116141.1,108641.4,120851.6,-20170.7,-16939.1,-19600
Côte d'Ivoire,Skin and subcutaneous diseases,YLLs,3402.9,104.9,220,86.7,-203.7,-107.5,-688.1,198.8,120.9,568.1,3570.1,2949,7486.9,-6931.2,-23414.4,-3659.8,6764,19330.5,4113.7
Côte d'Ivoire,Musculoskeletal disorders,YLLs,2555.1,7.4,10.3,4.7,80.3,78.5,83.4,12.3,11.2,11.9,190.3,120.8,263.3,2051.1,2004.6,2130.1,313.7,287.2,304.2
Côte d'Ivoire,Injuries,YLLs,238365.7,-91.1,-304.1,-36,494.5,1350.9,335.9,-303.5,-199.9,-946.8,-217097.1,-724904.2,-85816.2,1178831.7,3220133.3,800580.5,-723368.8,-2256863.5,-476398.5
Côte d'Ivoire,Transport injuries,YLLs,69575.8,-36.6,-16.4,-67.1,331.2,247.9,454.6,-194.6,-131.5,-287.4,-25494.6,-11392.1,-46691.6,230468.1,172493.7,316263.1,-135397.7,-199995.6,-91525.7
Côte d'Ivoire,Self-harm and interpersonal violence,YLLs,113157.5,16,12.7,18.9,86.1,79.2,93.8,-2.1,-6.5,1.9,18072.3,14338.3,21395.1,97410.5,106179.1,89596.5,-2325.2,-7359.9,2166
Côte d'Ivoire,Unintentional injuries,YLLs,55632.3,65.3,62.2,72.5,-123.3,-167.1,-74.1,158,111.9,194.6,36343.8,34589.4,40346.4,-68603.7,-41204.4,-92985.2,87892.1,108271.1,62247.3
Côte d'Ivoire,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,All causes,YLLs,-42428.4,39,38,39.9,-5.8,-3.2,2.8,66.8,57.3,65.1,-16550.3,-16141,-16940.1,2476.1,-1195,1350.2,-28354.2,-24293.3,-27637.6
Gambia,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-150977.1,36.9,36,37.9,4.9,2.2,3.8,58.1,58.3,61.8,-55745,-54318.4,-57148.7,-7472,-3393.4,-5807.7,-87760.2,-88020.7,-93265.3
Gambia,HIV/AIDS and sexually transmitted infections,YLLs,52136.1,-178.5,-2978.5,2312.6,88,-559.1,770.4,190.5,-1653.4,2308.1,-93059.8,-1552858.6,1205673.8,45861.2,-291516.8,401655.5,99334.6,-862021,1203339.1
Gambia,Respiratory infections and tuberculosis,YLLs,-23155.7,35.8,34.9,36.5,7,2.2,9.5,57.2,54,62.9,-8292.3,-8073.3,-8449.1,-1623.6,-2200.4,-506.9,-13239.9,-12506.2,-14575.5
Gambia,Enteric infections,YLLs,-21334.8,36.1,35.2,36.9,1.5,-2.6,3.4,62.4,59.8,67.5,-7707.2,-7503.4,-7865.4,-320.3,-716.4,562.5,-13307.3,-12753.1,-14394
Gambia,Neglected tropical diseases and malaria,YLLs,-62084.8,30.6,29.2,31.6,3.6,-1.4,7.3,65.8,61.1,72.2,-18977.8,-18129,-19602.2,-2241.4,-4541.5,861,-40865.6,-37941.1,-44816.8
Gambia,Maternal and neonatal disorders,YLLs,-17969.1,45.3,43.3,47.6,-0.8,-5,0.2,55.4,52.1,61.7,-8143.5,-7776.4,-8557.6,134.9,-42.8,896,-9960.5,-11088.8,-9368.7
Gambia,Nutritional deficiencies,YLLs,-14254.8,32.5,31.3,33.4,11,15,8.1,56.5,51.6,60.6,-4630,-4458.6,-4755.6,-1568.9,-1154.5,-2144,-8055.9,-7355.2,-8641.7
Gambia,Non-communicable diseases,YLLs,94361.8,-299.1,-104.3,-1931.7,1063.3,460.4,5541,-664.2,-256.1,-3509.3,-282278.1,-1822781.1,-98440.2,1003346.6,434449,5228563.2,-626706.7,-241647,-3311420.4
Gambia,Neoplasms,YLLs,22834.3,-4.6,-2.2,-6.5,94.4,90.9,96.1,10.2,10.4,11.3,-1056,-1473.9,-507.8,21559.4,20762.2,21934.7,2330.9,2373.5,2579.9
Gambia,Cardiovascular diseases,YLLs,37592.9,9.8,14.8,5,99.9,101,96.9,-9.6,-11.7,-6,3673.9,1865.1,5547.5,37540.5,36438,37965,-3621.5,-2237.2,-4392.6
Gambia,Chronic respiratory diseases,YLLs,5142.7,26.1,21.8,29.4,101.5,115,89.4,-27.5,-18.8,-36.8,1341.3,1119.3,1510.4,5217.7,4597.9,5914.9,-1416.3,-1891.6,-965.6
Gambia,Digestive diseases,YLLs,8589.4,13.9,20.8,3.8,177.4,152.9,211.1,-91.3,-115,-73.7,1193.3,1785.5,330.3,15237.6,13132.5,18135.7,-7841.5,-6328.6,-9876.5
Gambia,Neurological disorders,YLLs,3933.5,-21.4,-40.9,-7.3,153.6,132.6,192.2,-32.2,-25.3,-51.3,-842.2,-1609.1,-285.8,6040.6,5215.6,7561.4,-1264.9,-2018.8,-996.2
Gambia,Mental disorders,YLLs,1,-23.8,-13,-40,57.3,52.9,63.3,66.4,60.1,76.7,-0.2,-0.1,-0.4,0.6,0.5,0.6,0.7,0.6,0.8
Gambia,Substance use disorders,YLLs,405.4,15.4,11.5,19.2,83.7,79.8,85,0.9,1.1,3.5,62.3,46.6,77.7,339.4,323.4,344.6,3.7,14.1,4.3
Gambia,Diabetes and kidney diseases,YLLs,11028.9,-6,-10.1,-2.2,115.6,114,119.9,-9.6,-17.7,-3.9,-663.7,-1115,-243.1,12748.4,12573.3,13227.6,-1055.7,-1955.6,-429.5
Gambia,Skin and subcutaneous diseases,YLLs,407.6,788.4,-4127.3,7213.4,-1343.3,-13121.3,8117.1,655,-3889.8,6007.9,3213,-16820.9,29398.3,-5474.8,-53476.2,33081.4,2669.4,-15853,24485.5
Gambia,Musculoskeletal disorders,YLLs,271.6,-10.8,-16.9,-6.6,83.1,77.2,89.9,27.8,27,29.4,-29.4,-17.9,-45.9,225.6,209.6,244.1,75.4,73.4,79.9
Gambia,Injuries,YLLs,14186.9,69.4,63.7,82.4,-91.5,-155.6,-73,122,109.3,173.2,9848.8,11690,9031.6,-12975.4,-10354.9,-22074.2,17313.5,15510.2,24571.1
Gambia,Transport injuries,YLLs,6009.8,161.7,626,97.8,-413.2,-176.1,-1981.2,351.5,1455.2,178.2,9715.8,37620.9,5879.9,-24831.2,-10581.2,-119068.7,21125.2,10711.1,87457.6
Gambia,Self-harm and interpersonal violence,YLLs,4237.7,5.8,4.1,7.8,81.1,83.9,84.2,13.1,11.8,8.4,245.7,172.8,329.2,3435.6,3554.2,3566.9,556.4,354.3,498
Gambia,Unintentional injuries,YLLs,3939.4,48.7,48,50.3,-36,-28.2,-50.3,87.3,100,80.1,1918.4,1892.2,1983.2,-1416.5,-1110.2,-1981.6,3437.5,3157.4,3937.8
Gambia,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,All causes,YLLs,155184.5,41.2,39.6,42.8,-6.6,-10.7,-5.9,65.4,63.1,71.1,63936.4,61375.9,66385,-10180,-16603.1,-9187.7,101428.1,110411.7,97987.2
Ghana,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-1591003.9,38.5,37.2,39.8,7.1,2.2,4,54.4,56.3,60.7,-611881.9,-591483.2,-632931.3,-112973.8,-34520.1,-63100.8,-866148.3,-894971.8,-965000.6
Ghana,HIV/AIDS and sexually transmitted infections,YLLs,568915.8,99.9,147.6,78.6,-19.1,-43.8,0.2,19.2,-3.8,21.2,568064.6,447214.2,840003.4,-108395.4,-249219.7,1087.3,109246.6,-21867.8,120614.4
Ghana,Respiratory infections and tuberculosis,YLLs,-80940.7,37.3,34.7,39.2,-33.5,-21.2,-38.7,96.3,104,81.9,-30155.4,-28081.5,-31765.2,27133.6,17129.9,31308.8,-77918.9,-66305.4,-84168
Ghana,Enteric infections,YLLs,-1685578.1,32.2,31.1,33,16.8,14.9,18.6,51,48.4,54,-542547.3,-523651.2,-556569.5,-283707,-251666.5,-313909.2,-859323.7,-815099.4,-910260.3
Ghana,Neglected tropical diseases and malaria,YLLs,320278.7,73.9,66.4,91.4,-49.1,-54.1,-72.3,75.2,81,87.6,236711.8,212779.3,292581.9,-157415.7,-173204.1,-231612.7,240982.6,259309.6,280703.6
Ghana,Maternal and neonatal disorders,YLLs,125633.1,71.8,105.7,61.3,-38.2,-35.6,-72.6,66.3,66.9,74.3,90253.6,132773.8,77043.9,-47943.3,-44753.5,-91173.7,83322.8,84033,93342.7
Ghana,Nutritional deficiencies,YLLs,-203753.6,33.1,31.9,34,12.8,15.5,9.8,54.1,50.5,58.3,-67488.6,-64955.6,-69283.6,-26003.2,-20010.5,-31618.2,-110261.9,-102851.8,-118787.4
Ghana,Non-communicable diseases,YLLs,1438437.7,13.3,18.3,7.7,96.5,110.8,95.7,-9.8,-13.9,-18.5,191131.1,110058.5,262936.1,1388102,1376086.7,1594155.6,-140795.4,-200585.1,-265776.4
Ghana,Neoplasms,YLLs,313652.3,17.3,12.1,22.2,94,101.8,91.3,-11.3,-13.5,-13.9,54361.3,37976.4,69722.5,294716.6,286209.3,319181.2,-35425.7,-42279.5,-43505.3
Ghana,Cardiovascular diseases,YLLs,528447.7,26.6,22.2,30.2,77.4,72.8,84.5,-3.9,-2.9,-6.7,140356.1,117357.4,159507.9,408766.1,384493.8,446491.5,-20674.5,-15553.9,-35401.2
Ghana,Chronic respiratory diseases,YLLs,70748.3,30.9,27.2,33.8,90,102.3,80.4,-21,-14.2,-29.5,21885.2,19223.3,23910.5,63690.6,56880.3,72390,-14827.6,-10042.5,-20865.1
Ghana,Digestive diseases,YLLs,138077.1,30.9,27.9,33.4,85.3,76.2,95.5,-16.1,-23.4,-9.6,42616.5,38546.4,46138.9,117748.2,105182.7,131904.5,-22287.6,-13244.5,-32373.8
Ghana,Neurological disorders,YLLs,43811.1,7.4,1.6,12.5,97.3,101.5,87.9,-4.8,-0.4,-3,3259,5477.6,681.9,42647.8,38497.6,44453.7,-2095.7,-1324.5,-164
Ghana,Mental disorders,YLLs,25.5,-58.7,-170.4,-29.8,74.7,110.4,55.8,84,160,74,-15,-43.5,-7.6,19.1,14.2,28.2,21.5,18.9,40.9
Ghana,Substance use disorders,YLLs,6989.5,20,15.6,24.2,77,67.8,77.7,3.1,6.7,8,1395,1092.5,1689.7,5379.2,4739.9,5429.9,215.3,467.2,560
Ghana,Diabetes and kidney diseases,YLLs,199908.9,2.9,-1.1,6.7,87.2,85.7,89.5,9.8,11.5,7.7,5886.3,-2110.5,13327.1,174401.1,171263.1,178985.9,19621.5,15318.8,23033.5
Ghana,Skin and subcutaneous diseases,YLLs,5571.7,-9.4,-15.4,-2.7,117.5,128,94.7,-8.1,-12.7,8,-522.8,-150.6,-856.5,6544.5,5277.7,7134.2,-450,-706,444.6
Ghana,Musculoskeletal disorders,YLLs,3709.1,2.8,-0.5,6.6,72.7,72.5,77.4,24.5,21,23.1,102.8,-19,244,2695.9,2687.7,2870.6,910.4,777.4,857.5
Ghana,Injuries,YLLs,307750.7,-58.8,-31,-94.4,337.2,253.2,415.3,-178.5,-122.2,-221,-180817.9,-290379.8,-95481.5,1037796,1278189.5,779330.2,-549227.4,-376098,-680059.1
Ghana,Transport injuries,YLLs,166176.6,-13.2,-19,-5.9,157.5,148.1,174.4,-44.3,-42.2,-55.5,-21908.8,-31510.8,-9844.4,261676,246179,289837.7,-73590.7,-70158,-92150.4
Ghana,Self-harm and interpersonal violence,YLLs,77143,12.6,16.4,8.7,92.2,91.3,98.7,-4.8,-7.4,-7.7,9750.7,12619.6,6702.6,71104,70435.5,76116.6,-3711.7,-5676.2,-5912.1
Ghana,Unintentional injuries,YLLs,64431.1,89,115.4,79.3,-161.8,-146.7,-340.3,172.8,167.5,324.9,57367.7,51078.1,74352.1,-104278.8,-219244.3,-94548.6,111342.2,107901.6,209323.3
Ghana,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,All causes,YLLs,-870570.5,41.1,39.7,42.6,-11.1,-18.9,-23.2,70,76.4,83.5,-357686.7,-345749.5,-370469.6,96493.3,164850.1,202312.5,-609377.2,-664951,-727133.4
Guinea,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-1391253.9,37.7,35.6,39.4,-15.8,-0.1,-24,78.1,60.6,88.4,-524567.5,-494908.9,-548707.2,219294.8,333521.1,997.8,-1085981.2,-1229866,-843544.5
Guinea,HIV/AIDS and sexually transmitted infections,YLLs,185435.8,-36.7,-13.4,-89.9,70.9,60,90.4,65.8,53.4,99.5,-68030.5,-166727.5,-24766.7,131513.4,111270.7,167566.1,121952.9,184597.2,98931.9
Guinea,Respiratory infections and tuberculosis,YLLs,-489770.8,35.6,33.5,37,-4.5,-0.2,-13.6,68.9,63.2,80.1,-174240,-163895.3,-181189.6,21938.2,1053.6,66365.9,-337469,-309634.7,-392241.5
Guinea,Enteric infections,YLLs,-305413.4,33.9,31.5,35.3,-2.2,-14.8,4.3,68.3,60.4,83.3,-103537.6,-107847.4,-96184.4,6804,-13054.3,45147.6,-208679.8,-184511.7,-254376.6
Guinea,Neglected tropical diseases and malaria,YLLs,217100.5,118.3,-230.9,371.6,-174,-747,929,155.7,-598,475.4,256760.4,-501359.1,806707.3,-377786.1,-1621775.2,2016769.5,338126.2,-1298309.9,1032168.4
Guinea,Maternal and neonatal disorders,YLLs,-121013.1,44.5,41.7,47.6,-11.5,-30.6,-5.5,67,57.8,88.9,-53821.5,-50417.9,-57643.4,13880.7,37000.7,6632.1,-81072.3,-107595.9,-70001.8
Guinea,Nutritional deficiencies,YLLs,-186365.4,30.8,26.9,32.6,2.5,-13.9,8.7,66.7,58.7,87,-57328,-50216.3,-60837,-4667.8,-16144,25994.8,-124369.7,-109384.3,-162143.8
Guinea,Non-communicable diseases,YLLs,396743.9,224.7,-499.1,1163.7,-398.2,-2623.4,1293,273.5,-693.9,1559.7,891375.1,-1980239.3,4616745.9,-1579783.4,-10408145.9,5129792.4,1085152.2,-2752809.2,6188143.8
Guinea,Neoplasms,YLLs,119851.8,-15.2,-10.5,-20.2,106.9,114.6,90.9,8.3,19.7,5.6,-18161.7,-12627.4,-24222.7,128078.8,108909.5,137360.4,9934.7,23569.7,6714.2
Guinea,Cardiovascular diseases,YLLs,141190.1,-42.4,-29.4,-59.4,155.3,127.7,185.9,-12.9,-26.5,1.7,-59824.6,-41528.1,-83882.6,219273.2,180332.6,262436.1,-18258.5,-37363.4,2385.6
Guinea,Chronic respiratory diseases,YLLs,16566.3,95.8,118.7,85,-140.4,-117.1,-239.5,144.6,132.2,220.8,15876.7,14073.5,19661.5,-23258.4,-19405,-39672,23947.9,21897.8,36576.7
Guinea,Digestive diseases,YLLs,40150.1,189.6,129.2,533.4,-414,-1352.6,-222.9,324.4,193.7,919.2,76124,214179.2,51869,-166214.8,-543073.9,-89476.8,130241,369044.8,77758
Guinea,Neurological disorders,YLLs,19432.2,-34,-16.6,-54.2,160.6,129.8,180.7,-26.6,-13.2,-26.5,-6607.8,-10524,-3228.5,31212.6,25224.9,35115.4,-5172.6,-2564.2,-5159.2
Guinea,Mental disorders,YLLs,4.2,-8.4,-15.2,-3.5,63.8,59.3,68.4,44.6,44.3,46.8,-0.4,-0.1,-0.6,2.7,2.5,2.9,1.9,1.9,2
Guinea,Substance use disorders,YLLs,1800.7,-11.3,-15.3,-6.5,112.2,100.4,104.4,-0.9,10.9,6,-202.9,-116.3,-274.8,2020,1808.2,1879.2,-16.4,108.8,196.3
Guinea,Diabetes and kidney diseases,YLLs,48192.2,-21.4,-13,-31.3,126.6,108.1,144.2,-5.2,-12.9,4.9,-10309.4,-15088.6,-6251.1,60993.4,52081.3,69473.5,-2491.8,-6192.7,2362
Guinea,Skin and subcutaneous diseases,YLLs,1535.7,174.6,123.8,517.2,-278.8,-1071.5,-149.1,204.2,125.3,654.3,2681.2,1901.9,7943.2,-4280.8,-16454.7,-2290.4,3135.3,10047.2,1924.2
Guinea,Musculoskeletal disorders,YLLs,1331.3,3.1,1.6,4.8,68.8,65.1,68,28.1,30.1,30.3,40.8,21.9,64.2,916.2,866.6,905.8,374.4,400.6,403.7
Guinea,Injuries,YLLs,123939.5,103.2,-145.1,450.8,-192.7,-1473.1,784.8,189.5,-539.7,1122.3,127847.6,-179880.4,558769.3,-238806,-1825789.4,972669.2,234897.9,-668849.3,1390959.5
Guinea,Transport injuries,YLLs,44110.3,118.7,-537.6,640.9,-246.3,-2118.7,2237.3,227.6,-1599.7,1577.8,52372.4,-237147.3,282719,-108663.1,-934576.8,986873.7,100401,-705616,695968.2
Guinea,Self-harm and interpersonal violence,YLLs,57397.3,-0.3,-1.9,1.6,75.8,73,74.6,24.5,23.8,28.9,-156.3,-1118.3,945.6,43504.8,41927.6,42791.6,14048.8,13660.1,16588
Guinea,Unintentional injuries,YLLs,22431.8,53.5,51,68.2,-68.8,-186.7,-40.4,115.3,218.6,89.4,12004.8,11441.6,15287.3,-15439.3,-41880.3,-9069.2,25866.2,20059.4,49024.8
Guinea,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,All causes,YLLs,-346916.1,35.1,33.6,36.3,1.1,-5.3,6.8,63.8,56.9,71.7,-121795.4,-116636.8,-126045,-3809.3,-23439.6,18298.4,-221311.5,-197431.6,-248577.7
Guinea-Bissau,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-388927.1,34,32.3,35.3,4,1.1,9.5,61.9,55.3,66.6,-132413,-125725.6,-137103.9,-15621,-36832.9,-4304.4,-240893.1,-214990.2,-258897
Guinea-Bissau,HIV/AIDS and sexually transmitted infections,YLLs,38486.1,61.4,56.2,71,16.2,17,6,22.4,23,26.8,23634.4,21610.4,27324.9,6223.3,2291.9,6560.3,8628.5,10315.5,8869.4
Guinea-Bissau,Respiratory infections and tuberculosis,YLLs,-73120.6,31.2,29.2,32.4,5.1,-2.8,7.3,63.7,60.3,73.6,-22830.1,-21385.4,-23671.2,-3699.6,-5364,2053.7,-46590.9,-44085.3,-53788.8
Guinea-Bissau,Enteric infections,YLLs,-71295.2,33.5,31.6,34.8,5.9,-1.6,9.1,60.7,56.2,70,-23855.5,-22521.5,-24792.9,-4194.7,-6453.8,1159.4,-43245,-40048.5,-49933
Guinea-Bissau,Neglected tropical diseases and malaria,YLLs,-73810.2,31,28.7,32.5,8.4,1.7,13.4,60.5,54.2,69.6,-22911.3,-21179,-23956.8,-6227.8,-1271.9,-9855.9,-44671,-39997.5,-51359.3
Guinea-Bissau,Maternal and neonatal disorders,YLLs,-32920.1,44.2,41.1,47.7,-3.6,-0.6,-11.7,59.4,53,70.6,-14545.3,-13515.9,-15690.6,1178,213.1,3853.7,-19552.8,-17442.6,-23257.9
Guinea-Bissau,Nutritional deficiencies,YLLs,-36728.1,29.1,26.6,30.6,13.5,17.6,7.2,57.4,51.8,66.2,-10692.6,-11251.7,-9776.1,-4958.4,-2644.6,-6449.4,-21077.2,-19027,-24307.4
Guinea-Bissau,Non-communicable diseases,YLLs,37469.5,63,57.7,74,-99.2,-124.1,-63.1,136.2,105.4,150.1,23620.4,21615.2,27735.3,-37177.1,-23651,-46490,51026.2,39505.3,56224.2
Guinea-Bissau,Neoplasms,YLLs,12927.5,-7.9,-18.5,1.4,147.5,136.9,151.2,-39.6,-32.6,-38.3,-1023.4,-2394.9,181.8,19073.9,17702.1,19540.6,-5123,-4218.3,-4956.4
Guinea-Bissau,Cardiovascular diseases,YLLs,20650.1,-34.9,-10.4,-68.3,255.6,194.2,349.8,-120.6,-181.5,-83.8,-7213.8,-14102.9,-2153.1,52773.3,40100.5,72238.7,-24909.5,-17297.4,-37485.8
Guinea-Bissau,Chronic respiratory diseases,YLLs,339.3,43.5,35,47.5,-197.7,-122,-683.1,254.2,174.5,748.2,147.6,118.6,161.1,-670.9,-2317.9,-413.9,862.6,2538.6,592
Guinea-Bissau,Digestive diseases,YLLs,7495.7,164,-1114.5,1896,-562,-8508.4,6809.4,498,-5594.9,6712.4,12292.6,-83541.4,142121.1,-42126.3,-637763.2,510410.1,37329.4,-419373,503137.8
Guinea-Bissau,Neurological disorders,YLLs,1805.8,117.9,-230.7,431.6,-238.4,-1131.1,914.8,220.5,-584.1,799.5,2128.8,-4166.7,7794.2,-4304.3,-20424.5,16519.3,3981.2,-10546.9,14436.1
Guinea-Bissau,Mental disorders,YLLs,0.5,-3.1,-7.9,2.5,86.2,87.5,91.3,16.9,10,16.7,0,0,0,0.4,0.4,0.4,0.1,0,0.1
Guinea-Bissau,Substance use disorders,YLLs,284.9,20.8,10.9,26.9,107.9,127.8,90,-28.7,-17,-38.7,59.2,31.1,76.7,307.4,256.5,364,-81.7,-110.3,-48.3
Guinea-Bissau,Diabetes and kidney diseases,YLLs,6818.4,-16.8,-3.3,-32.8,189.1,152.7,249.7,-72.3,-116.9,-49.5,-1145.1,-222.6,-2237.1,12893.6,10413.5,17027.2,-4930.1,-3372.5,-7971.7
Guinea-Bissau,Skin and subcutaneous diseases,YLLs,160.2,64.6,60.7,71.4,-50.6,-42.6,-73.5,86.1,102.1,81.8,103.4,114.4,97.3,-81.1,-117.8,-68.2,137.9,131.1,163.6
Guinea-Bissau,Musculoskeletal disorders,YLLs,206.7,5.3,2.7,8.7,83.4,80.7,83.8,11.4,10.6,13.6,10.9,18,5.5,172.4,166.9,173.2,23.5,21.9,28
Guinea-Bissau,Injuries,YLLs,4541.5,38.8,37.9,39.9,-45.3,-43.8,-77.1,106.5,105.9,137.2,1762.4,1722.7,1813.3,-2058.2,-1989.8,-3502.2,4837.3,4808.6,6230.4
Guinea-Bissau,Transport injuries,YLLs,1196.9,34.8,32.8,36.2,-87.7,-52.1,-99.7,152.9,115.9,166.9,416.5,392.4,433.5,-1049.5,-1192.8,-623.8,1830,1387.2,1997.3
Guinea-Bissau,Self-harm and interpersonal violence,YLLs,8837.4,3.9,-0.3,8.3,110.6,113.5,99.7,-14.5,-13.2,-8,344,-22.7,729.3,9777.1,10029.1,8814.7,-1283.7,-1169,-706.6
Guinea-Bissau,Unintentional injuries,YLLs,-5492.8,34.7,33.1,35.7,-8.1,-22.3,-3.1,73.4,67.4,89.2,-1906.3,-1820,-1961.5,446.7,1225,170.8,-4033.2,-3702.1,-4897.8
Guinea-Bissau,Sense organ diseases,YLLs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,All causes,YLLs,-1058153.8,35.1,33.6,36.2,0.8,-9.6,7.5,64.1,56.3,76,-371586.2,-355673.1,-383393.8,-8367.2,-79278.7,101521.9,-678200.4,-595481.4,-804002.6
Liberia,"Communicable, maternal, neonatal, and nutritional diseases",YLLs,-854072.9,35.3,33.9,36.4,6.9,-0.5,10.2,57.8,53.4,66.5,-301687.6,-289782.1,-310592.6,-59111.2,-87536.7,3843.7,-493274,-455943.5,-568134.4
Liberia,HIV/AIDS and sexually transmitted infections,YLLs,88769.5,-258.6,-2014.2,2155.5,298,-1723.2,1852,60.6,-332.3,262.2,-229564,-1787960.5,1913425.3,264512.3,-1529646.7,1644019.6,53821.2,-295009.1,232710.5
Liberia,Respiratory infections and tuberculosis,YLLs,-256170.7,32.7,31.2,33.6,9.7,11,2.4,57.6,55.4,66.4,-83774.7,-80007.1,-86086,-24904.4,-28065.9,-6135.1,-147491.6,-142018.8,-170028.5
Liberia,Enteric infections,YLLs,-176747.2,35,33.7,36,7.1,1.2,10.8,57.9,53.3,65,-61800.1,-59633.5,-63557.2,-12544.5,-19030.3,-2172.5,-102402.5,-114941.1,-94159.6
Liberia,Neglected tropical diseases and malaria,YLLs,-30375.9,41.7,40.8,42.8,-8.9,-10.3,-10.9,67.3,67.6,70.2,-12652.7,-12380.2,-12986.4,2706.8,3135,3326.1,-20429.9,-20524.4,-21321.8
Liberia,Maternal and neonatal disorders,YLLs,-92146.7,39.6,37.2,41.4,2.1,-7.9,5.5,58.3,53.1,70.7,-36512.5,-34322.2,-38143.9,-1901.2,-5031.5,7299.6,-53733,-48971.3,-65124.1
Liberia,Nutritional deficiencies,YLLs,-77046.7,31.5,29.5,32.6,11.8,14.5,5.5,56.6,52.9,64.9,-24293.1,-22750.8,-25096.5,-9111.8,-11162.7,-4272.2,-43641.8,-40787.5,-50023.6
Liberia,Non-communicable diseases,YLLs,35567.3,48.8,46.9,51.6,-24.8,-16.4,-43.4,76,69.6,91.9,17353.4,16668.1,18344.1,-8811.9,-15453.2,-5838.9,27025.8,24738.1,32676.4
Liberia,Neoplasms,YLLs,27573.1,-116.1,-298.7,-58.9,336.7,216.3,740.4,-120.7,-341.7,-57.4,-32007.9,-16249.9,-82364.4,92850.1,204146.8,59647.8,-33269.1,-15824.8,-94209.2
Liberia,Cardiovascular diseases,YLLs,29593.8,90.9,113.4,79.4,-113.5,-144.9,-82.3,122.6,103,131.5,26911.7,23485.3,33573.3,-33592.6,-24363.9,-42890.9,36274.7,30472.4,38911.4
Liberia,Chronic respiratory diseases,YLLs,1277.9,50.5,47.4,56.2,-34.9,-19.6,-51.8,84.5,72.2,95.5,644.8,606.2,718.4,-446.6,-251,-661.3,1079.6,1220.8,922.6
Liberia,Digestive diseases,YLLs,14829.8,62.4,58,70,-72.1,-53.9,-95.7,109.8,125.7,95.9,9250.6,10383.6,8595.3,-10697.4,-14198.8,-7993.9,16276.6,14228.4,18645.1
Liberia,Neurological disorders,YLLs,3729.8,71.2,60.7,96.9,-74.7,-140.1,-44.3,103.5,143.1,83.6,2656.9,2263.4,3614.5,-2786.4,-1650.5,-5223.7,3859.3,3116.9,5339
Liberia,Mental disorders,YLLs,2.1,-52.7,-104,-30.3,106.2,159.4,89.7,46.6,40.6,44.5,-1.1,-0.6,-2.2,2.3,1.9,3.4,1,0.9,1
Liberia,Substance use disorders,YLLs,764,3.3,-9.7,13.5,130.1,105.1,144.6,-33.4,-18.6,-34.8,25.1,-74.2,102.9,993.9,1104.4,803.3,-255,-142.2,-266.2
Liberia,Diabetes and kidney diseases,YLLs,13967,307.3,-1854.7,2783.9,-613.9,-6149.1,4835.9,406.6,-2881.3,3465.1,42918.5,-259041.7,388833.6,-85742.7,-858840.7,675435.9,56791.2,-402427.2,483974.1
Liberia,Skin and subcutaneous diseases,YLLs,365,54,51.3,58.3,-17.3,-15.4,-37.3,63.3,64.1,78.9,197,187.3,212.9,-63.1,-136,-56.4,231.1,234,288.1
Liberia,Musculoskeletal disorders,YLLs,572.6,-0.1,-3.2,3.1,79.4,76.6,84.9,20.7,18.2,20.3,-0.7,-18.2,17.5,454.7,438.6,486.3,118.6,104.5,116.4
Liberia,Injuries,YLLs,-239648.3,-21.7,-141.3,2.8,-210,-103.3,-669.3,331.7,200.5,910.6,51945.3,-6663.6,338572.6,503294.4,1604009.4,247614.8,-794888,-2182230.3,-480599.5
